tasknum,tsktknm,tskstfas,tskactcd,tskclass,tskrqact,tskrspn,tskdassn,tskdtc,tskddue,tskdcls,tskstown,tskstat,tskownts,tskclstm,tskadusr,tskadtm,tskmdusr,tskmdtm,tsactive,tsspare1,tsspare2,tsspare3,tsread1,tsread,tskorder,tssys
3031975D2,3031975,RO26,VBA34,ACTIVE,Est debitis repellendus asperiores consequatur esse.,Aut quis modi minus alias veniam dolorem magni.,2017-02-06,60,2017-04-07,2017-02-19,RO26,C,,,,,RO26,2017-02-19,,,,,,,,
3031975D3,3031975,FILES,VBA40,ACTIVE,Est debitis repellendus asperiores consequatur esse.,Aut quis modi minus alias veniam dolorem magni.,2017-02-13,365,2018-02-13,,RO26,P,,,RO26,2017-02-13,RO26,2017-10-03,,,,,,,,
3031975D4,3031975,ALG,VBA07,ACTIVE,Est debitis repellendus asperiores consequatur esse.,Aut quis modi minus alias veniam dolorem magni.,2017-02-19,10,2017-03-01,2017-03-06,RO26,C,,,RO26,2017-02-19,RO26,2017-03-06,,,,,,,,
3031975D5,3031975,DRO,VBA30,ACTIVE,Est debitis repellendus asperiores consequatur esse.,Aut quis modi minus alias veniam dolorem magni.,2017-03-06,30,2017-04-05,2017-03-06,RO26,C,,,RO26,2017-03-06,RO26,2017-03-06,,,,,,,,
3031975D6,3031975,59,B,ACTIVE,Est debitis repellendus asperiores consequatur esse.,Aut quis modi minus alias veniam dolorem magni.,2017-08-22,30,2017-09-21,,,P,,,SBARTELL,2017-08-22,,,,,,,,,,
3035772D1,3035772,KHELLER,A,ACTIVE,Dolorem quos id cumque aut quidem voluptatibus.,Soluta porro voluptatibus voluptas itaque facere dolorem dicta.,2015-03-03,30,2015-04-02,2015-04-07,KHELLER,C,,,KHELLER,2015-03-24,KHELLER,2015-04-07,,,,,,,,
3035772D2,3035772,RO355,VBA30,ACTIVE,Dolorem quos id cumque aut quidem voluptatibus.,Soluta porro voluptatibus voluptas itaque facere dolorem dicta.,2015-10-02,30,2015-11-01,2015-12-08,OSTREICH,C,,,OSTREICH,2015-10-02,RO55,2015-12-08,,,,,,,,
3035772D3,3035772,VBMS,VBA15,ACTIVE,Dolorem quos id cumque aut quidem voluptatibus.,Soluta porro voluptatibus voluptas itaque facere dolorem dicta.,2015-12-08,180,2016-06-05,2016-02-16,RO55,C,,,RO55,2015-12-08,RO55,2016-02-16,,,,,,,,
3035772D4,3035772,DRO4,VBA15,ACTIVE,Dolorem quos id cumque aut quidem voluptatibus.,Soluta porro voluptatibus voluptas itaque facere dolorem dicta.,2016-02-16,180,2016-08-14,2017-09-11,RO55,C,,,RO55,2016-02-16,RO55,2017-09-11,,,,,,,,
3035772D5,3035772,VSR,VBA30,ACTIVE,Dolorem quos id cumque aut quidem voluptatibus.,Soluta porro voluptatibus voluptas itaque facere dolorem dicta.,2017-07-17,30,2017-08-16,2017-08-30,RO55,C,,,RO55,2017-07-17,RO55,2017-08-30,,,,,,,,
3035772D6,3035772,BVA,VBA15,ACTIVE,Dolorem quos id cumque aut quidem voluptatibus.,Soluta porro voluptatibus voluptas itaque facere dolorem dicta.,2017-09-11,180,2018-03-10,2017-09-11,RO55,C,,,RO55,2017-09-11,RO55,2017-09-11,,,,,,,,
3039251D1,2864624,VSR,VBA31,ACTIVE,Minus voluptatem atque rerum dolore amet.,Laudantium quidem voluptatibus dicta aut autem non.,2014-12-12,60,2015-02-10,2015-02-12,RO31,C,,,RO31,2015-01-02,RO31,2015-02-12,,,,,,,,
3039251D2,2864624,ARN,VBA31,ACTIVE,Minus voluptatem atque rerum dolore amet.,Laudantium quidem voluptatibus dicta aut autem non.,2015-02-12,30,2015-03-14,2015-02-12,RO31,C,,,RO31,2015-02-12,RO31,2015-02-12,,,,,,,,
3039251D3,2864624,VSR,VBA40,ACTIVE,Minus voluptatem atque rerum dolore amet.,Laudantium quidem voluptatibus dicta aut autem non.,2016-04-14,60,2016-06-13,2016-04-18,RO31,C,,,RO31,2016-04-18,RO31,2016-04-18,,,,,,,,
3039251D4,2864624,CMA,VBA15,ACTIVE,Minus voluptatem atque rerum dolore amet.,Laudantium quidem voluptatibus dicta aut autem non.,2016-04-18,600,2017-12-09,,RO31,P,,,RO31,2016-04-18,RO31,2017-09-05,,,,,,,,
3039251D5,2864624,CMA,VBA30,ACTIVE,Minus voluptatem atque rerum dolore amet.,Laudantium quidem voluptatibus dicta aut autem non.,2016-06-03,30,2016-07-03,2016-06-03,RO31,C,,,RO31,2016-06-03,RO31,2016-06-03,,,,,,,,
3039251D6,2864624,ARICE1,B,ACTIVE,Minus voluptatem atque rerum dolore amet.,Laudantium quidem voluptatibus dicta aut autem non.,2017-10-10,30,2017-11-21,,ARICE1,P,,,ARICE1,2017-10-10,,,,,,,,,,
3041333D1,3041333,VBMS,VBA31,ACTIVE,Sed est molestias animi quia officia nemo.,,2015-01-07,30,2015-02-06,2015-02-09,RO45,C,,,RO45,2015-01-07,RO45,2015-02-09,,,,,,,,
3041333D2,3041333,DRO,VBA43,ACTIVE,Sed est molestias animi quia officia nemo.,,2014-10-28,180,2015-04-26,2016-03-07,RO45,C,,,RO45,2015-02-09,RO45,2016-03-07,,,,,,,,
3041333D3,3041333,VSR,VBA40,ACTIVE,Sed est molestias animi quia officia nemo.,,2017-01-09,30,2017-02-08,2017-01-09,RO45,C,,,RO45,2017-01-09,RO45,2017-01-09,,,,,,,,
3041333D4,3041333,59,B,ACTIVE,Sed est molestias animi quia officia nemo.,,2017-09-05,30,2017-10-05,,,P,,,SBARTELL,2017-09-05,,,,,,,,,,
3041989D1,3041989,DRAWER,VBA35,ACTIVE,Aut laborum quia consequatur.,,2015-01-08,60,2015-03-09,2015-03-17,RO83,C,,,RO83,2015-01-08,RO83,2015-03-17,,,,,,,,
3041989D2,3041989,CAPRI,VBA01,ACTIVE,Aut laborum quia consequatur.,,2015-03-17,30,2015-04-16,2015-03-31,RO83,C,,,RO83,2015-03-17,RO83,2015-03-31,,,,,,,,
3041989D3,3041989,SCANNING,VBA35,ACTIVE,Aut laborum quia consequatur.,,2015-03-27,60,2015-05-26,2015-04-03,RO83,C,,,RO83,2015-03-27,RO83,2015-04-03,,,,,,,,
3041989D4,3041989,JASON,VBA30,ACTIVE,Aut laborum quia consequatur.,,2015-03-31,30,2015-04-30,2015-04-10,RO83,C,,,RO83,2015-03-31,RO83,2015-04-10,,,,,,,,
3041989D5,3041989,JASON,VBA40,ACTIVE,Aut laborum quia consequatur.,,2015-06-05,30,2015-07-05,2015-06-05,RO83,C,,,RO83,2015-05-04,RO83,2015-06-05,,,,,,,,
3041989D6,3041989,DRO,VBA15,ACTIVE,Aut laborum quia consequatur.,,2015-06-05,180,2015-12-02,2017-06-25,RO83,C,,,RO83,2015-06-05,RO49,2017-06-25,,,,,,,,
3041989D7,3041989,215A,VBA16,ACTIVE,Aut laborum quia consequatur.,,2017-06-25,30,2017-07-25,2017-06-25,RO49,C,,,RO49,2017-06-25,RO49,2017-06-25,,,,,,,,
3043211D1,2934740,355/DCSC1,VBA35,ACTIVE,Est laborum ab doloremque rerum.,,2015-01-12,60,2015-03-13,2015-04-16,RO55,C,,,RO55,2015-01-12,RO55,2015-04-16,,,,,,,,
3043211D2,2934740,355/DCSC1,VBA30,ACTIVE,Est laborum ab doloremque rerum.,,2015-05-28,30,2015-06-27,2016-06-30,RO55,C,,,RO55,2015-05-28,RO55,2016-06-30,,,,,,,,
3043211D3,2934740,355/DCSC1,VBA15,ACTIVE,Est laborum ab doloremque rerum.,,2015-05-28,180,2015-11-24,2016-06-30,RO55,C,,,RO55,2015-05-28,RO55,2016-06-30,,,,,,,,
3043211D4,2934740,VBMS,VBA30,ACTIVE,Est laborum ab doloremque rerum.,,2015-05-29,60,2015-07-28,2016-06-30,RO55,C,,,RO55,2015-05-29,RO55,2016-06-30,,,,,,,,
3043211D5,2934740,VBMS,VBA30,ACTIVE,Est laborum ab doloremque rerum.,,2015-06-10,60,2015-08-09,2016-06-30,RO55,C,,,RO55,2015-06-10,RO55,2016-06-30,,,,,,,,
3043211D6,2934740,DRO4,VBA43,ACTIVE,Est laborum ab doloremque rerum.,,2016-06-30,30,2016-07-30,2016-06-30,RO55,C,,,RO55,2016-06-30,RO55,2016-06-30,,,,,,,,
3043211D7,2934740,DRO4,VBA15,ACTIVE,Est laborum ab doloremque rerum.,,2016-06-30,180,2016-12-27,2017-01-18,RO55,C,,,RO55,2016-06-30,RO55,2017-01-18,,,,,,,,
3043211D8,2934740,DAV,VBA07,ACTIVE,Est laborum ab doloremque rerum.,,2016-06-30,10,2016-07-10,2017-01-18,RO55,C,,,RO55,2016-06-30,RO55,2017-01-18,,,,,,,,
3046950D1,3046950,VSR,VBA31,ACTIVE,Ut sint inventore laudantium quia quia deleniti.,,2015-01-18,30,2015-02-17,2015-01-20,RO48,C,,,RO48,2015-01-18,RO48,2015-01-20,,,,,,,,
3046950D10,3046950,DRO,VBA05,ACTIVE,Ut sint inventore laudantium quia quia deleniti.,,2016-05-26,60,2016-07-25,2016-06-22,RO48,C,,,RO48,2016-05-26,RO48,2016-06-22,,,,,,,,
3046950D11,3046950,DRO,VBA30,ACTIVE,Ut sint inventore laudantium quia quia deleniti.,,2016-06-15,30,2016-07-15,2016-06-16,RO48,C,,,RO48,2016-06-15,RO48,2016-06-16,,,,,,,,
3046950D12,3046950,VSR,VBA40,ACTIVE,Ut sint inventore laudantium quia quia deleniti.,,2016-07-19,30,2016-08-18,2016-08-31,RO48,C,,,RO48,2016-07-19,RO48,2016-08-31,,,,,,,,
3046950D13,3046950,DRO,VBA40,ACTIVE,Ut sint inventore laudantium quia quia deleniti.,,2016-08-31,30,2016-09-30,2016-09-02,RO48,C,,,RO48,2016-08-31,RO48,2016-09-02,,,,,,,,
3046950D14,3046950,59,B,ACTIVE,Ut sint inventore laudantium quia quia deleniti.,,2017-08-22,30,2017-09-21,,,P,,,SBARTELL,2017-08-22,,,,,,,,,,
3046950D2,3046950,VSR,VBA35,ACTIVE,Ut sint inventore laudantium quia quia deleniti.,,2015-01-20,60,2015-03-21,2015-01-20,RO48,C,,,RO48,2015-01-20,RO48,2015-01-20,,,,,,,,
3046950D3,3046950,DRO,VBA17,ACTIVE,Ut sint inventore laudantium quia quia deleniti.,,2015-01-20,300,2015-11-16,2015-06-25,RO48,C,,,RO48,2015-01-20,RO48,2015-06-25,,,,,,,,
3046950D4,3046950,VSR,VBA40,ACTIVE,Ut sint inventore laudantium quia quia deleniti.,,2015-07-21,30,2015-08-20,2015-07-23,RO48,C,,,RO48,2015-07-21,RO48,2015-07-23,,,,,,,,
3046950D5,3046950,CA,VBA15,ACTIVE,Ut sint inventore laudantium quia quia deleniti.,,2015-07-23,300,2016-05-18,2016-09-02,RO48,C,,,RO48,2015-07-23,RO48,2016-09-02,,,,,,,,
3046950D6,3046950,DRO,VBA17,ACTIVE,Ut sint inventore laudantium quia quia deleniti.,,2015-07-23,120,2015-11-20,2016-04-14,RO48,C,,,RO48,2015-07-23,RO48,2016-04-14,,,,,,,,
3046950D7,3046950,VSR,VBA40,ACTIVE,Ut sint inventore laudantium quia quia deleniti.,,2015-07-27,30,2015-08-26,2015-07-28,RO48,C,,,RO48,2015-07-27,RO48,2015-07-28,,,,,,,,
3046950D8,3046950,VSR,VBA06,ACTIVE,Ut sint inventore laudantium quia quia deleniti.,,2015-11-17,30,2015-12-17,2016-04-14,RO48,C,,,RO48,2015-11-17,RO48,2016-04-14,,,,,,,,
3046950D9,3046950,RVSR,VBA07,ACTIVE,Ut sint inventore laudantium quia quia deleniti.,,2016-04-14,21,2016-05-05,2016-05-26,RO48,C,,,RO48,2016-04-14,RO48,2016-05-26,,,,,,,,
3060200D1,3060200,VSR,VBA31,ACTIVE,Ipsam dolorem sit ex quas.,,2015-01-30,60,2015-03-31,2015-02-19,RO31,C,,,RO31,2015-02-10,RO31,2015-02-19,,,,,,,,
3060200D10,3060200,DRO,VBA08,ACTIVE,Ipsam dolorem sit ex quas.,,2017-03-28,30,2017-04-27,2017-05-03,RO31,C,,,RO31,2017-03-28,RO31,2017-05-03,,,,,,,,
3060200D11,3060200,DRO,VBA07,ACTIVE,Ipsam dolorem sit ex quas.,,2017-05-03,10,2017-05-13,2017-05-04,RO31,C,,,RO31,2017-05-03,RO31,2017-05-04,,,,,,,,
3060200D12,3060200,59,B,ACTIVE,Ipsam dolorem sit ex quas.,,2017-08-22,30,2017-09-21,,,P,,,SBARTELL,2017-08-22,,,,,,,,,,
3060200D2,3060200,MJN,VBA31,ACTIVE,Ipsam dolorem sit ex quas.,,2015-02-19,30,2015-03-21,2015-02-19,RO31,C,,,RO31,2015-02-19,RO31,2015-02-19,,,,,,,,
3060200D3,3060200,DRO,VBA01,ACTIVE,Ipsam dolorem sit ex quas.,,2016-08-03,30,2016-09-02,2016-08-18,RO31,C,,,RO31,2016-08-03,RO31,2016-08-18,,,,,,,,
3060200D4,3060200,DRO,VBA42,ACTIVE,Ipsam dolorem sit ex quas.,,2016-08-18,30,2016-09-17,2016-09-08,RO31,C,,,RO31,2016-08-18,RO31,2016-09-08,,,,,,,,
3060200D5,3060200,DRO,VBA30,ACTIVE,Ipsam dolorem sit ex quas.,,2016-09-07,10,2016-09-17,2016-09-08,RO31,C,,,RO31,2016-09-08,RO31,2016-09-08,,,,,,,,
3060200D6,3060200,TLW,VBA30,ACTIVE,Ipsam dolorem sit ex quas.,,2016-09-08,30,2016-10-08,2016-10-13,RO31,C,,,RO31,2016-09-08,RO31,2016-10-13,,,,,,,,
3060200D7,3060200,DRO,VBA04,ACTIVE,Ipsam dolorem sit ex quas.,,2016-10-13,30,2016-11-12,2016-11-17,RO31,C,,,RO31,2016-10-13,RO31,2016-11-17,,,,,,,,
3060200D8,3060200,TLW,VBA40,ACTIVE,Ipsam dolorem sit ex quas.,,2017-03-09,30,2017-04-08,2017-03-09,RO31,C,,,RO31,2017-03-09,RO31,2017-03-09,,,,,,,,
3060200D9,3060200,TLW,VBA15,ACTIVE,Ipsam dolorem sit ex quas.,,2017-03-09,360,2018-03-04,,RO31,P,,,RO31,2017-03-09,RO31,2017-08-11,,,,,,,,
3060449D1,3060449,VSRJB,VBA30,ACTIVE,Enim hic et laudantium nobis earum facere est quas.,Soluta illo quia vitae qui voluptas sint minus voluptatem.,2015-02-10,30,2015-03-12,2016-12-28,RO01,C,,,RO01,2015-02-10,RO01,2016-12-28,,,,,,,,
3060449D2,3060449,VSRJJB,VBA30,ACTIVE,Enim hic et laudantium nobis earum facere est quas.,Soluta illo quia vitae qui voluptas sint minus voluptatem.,2015-02-20,60,2015-04-21,2016-12-28,RO01,C,,,RO01,2015-02-20,RO01,2016-12-28,,,,,,,,
3060449D3,3060449,APPEAL,VBA30,ACTIVE,Enim hic et laudantium nobis earum facere est quas.,Soluta illo quia vitae qui voluptas sint minus voluptatem.,2016-12-28,61,2017-02-27,,RO01,P,,,RO01,2016-12-28,RO01,2016-12-28,,,,,,,,
3060449D4,3060449,59,B,ACTIVE,Enim hic et laudantium nobis earum facere est quas.,Soluta illo quia vitae qui voluptas sint minus voluptatem.,2017-08-30,30,2017-10-11,,CHAGENES1,P,,,CHAGENES1,2017-08-30,,,,,,,,,,
3062960D1,3062960,VSR,VBA31,ACTIVE,In unde qui est quia aut.,,2015-02-04,30,2015-03-06,2015-04-15,RO51,C,,,RO51,2015-02-17,RO51,2015-04-15,,,,,,,,
3062960D2,3062960,DRO,VBA43,ACTIVE,In unde qui est quia aut.,,2015-04-15,30,2015-05-15,2015-04-15,RO51,C,,,RO51,2015-04-15,RO51,2015-04-15,,,,,,,,
3062960D3,3062960,DRO,VBA14,ACTIVE,In unde qui est quia aut.,,2015-04-15,90,2015-07-14,2015-06-16,RO51,C,,,RO51,2015-04-15,RO51,2015-06-16,,,,,,,,
3062960D4,3062960,KF,VBA06,ACTIVE,In unde qui est quia aut.,,2015-06-16,60,2015-08-15,2015-08-28,RO51,C,,,RO51,2015-06-16,RO51,2015-08-28,,,,,,,,
3062960D5,3062960,DRO,VBA40,ACTIVE,In unde qui est quia aut.,,2015-09-22,240,2016-05-19,2016-03-31,RO51,C,,,RO51,2015-09-25,RO51,2016-03-31,,,,,,,,
3062960D6,3062960,RVSR,VBA43,ACTIVE,In unde qui est quia aut.,,2016-03-31,30,2016-04-30,2016-04-18,RO51,C,,,RO51,2016-03-31,RO51,2016-04-18,,,,,,,,
3062960D7,3062960,DAV,VBA07,ACTIVE,In unde qui est quia aut.,,2016-04-18,10,2016-04-28,2016-05-04,RO51,C,,,RO51,2016-04-18,RO51,2016-05-04,,,,,,,,
3062960D8,3062960,ARICE1,B,ACTIVE,In unde qui est quia aut.,,2017-11-07,30,2017-12-19,,ARICE1,P,,,ARICE1,2017-11-07,,,,,,,,,,
3063903D1,3063903,VBMS,VBA35,ACTIVE,Consequatur placeat magnam praesentium dolor qui.,Animi et asperiores iusto quo commodi facere consectetur alias.,2015-09-17,120,2016-01-15,2015-12-22,RO18,C,,,RO18,2015-09-17,RO18,2015-12-22,,,,,,,,
3063903D10,3063903,25,A,ACTIVE,Consequatur placeat magnam praesentium dolor qui.,Animi et asperiores iusto quo commodi facere consectetur alias.,2017-11-14,35,2017-12-19,,BVAPSORISIO,P,,,BVAPSORISIO,2017-11-14,,,,,,,,,,
3063903D11,3063903,59,B,ACTIVE,Consequatur placeat magnam praesentium dolor qui.,Animi et asperiores iusto quo commodi facere consectetur alias.,2017-11-14,30,2017-12-14,,BVAPSORISIO,P,,,BVAPSORISIO,2017-11-14,,,,,,,,,,
3063903D2,3063903,VBMS,VBA17,ACTIVE,Consequatur placeat magnam praesentium dolor qui.,Animi et asperiores iusto quo commodi facere consectetur alias.,2015-12-22,120,2016-04-20,2016-05-16,RO18,C,,,RO18,2015-12-22,RO18,2016-05-16,,,,,,,,
3063903D3,3063903,VBMS,VBA17,ACTIVE,Consequatur placeat magnam praesentium dolor qui.,Animi et asperiores iusto quo commodi facere consectetur alias.,2016-05-16,60,2016-07-15,2016-09-23,RO18,C,,,RO18,2016-05-16,RO18,2016-09-23,,,,,,,,
3063903D4,3063903,VBMS,VBA17,ACTIVE,Consequatur placeat magnam praesentium dolor qui.,Animi et asperiores iusto quo commodi facere consectetur alias.,2016-09-23,60,2016-11-22,2016-10-07,RO18,C,,,RO18,2016-09-23,RO18,2016-10-07,,,,,,,,
3063903D5,3063903,VBMS,VBA15,ACTIVE,Consequatur placeat magnam praesentium dolor qui.,Animi et asperiores iusto quo commodi facere consectetur alias.,2016-12-15,180,2017-06-13,2016-12-31,RO18,C,,,RO18,2016-12-15,RO18,2016-12-31,,,,,,,,
3063903D6,3063903,TB HEARING,VBA15,ACTIVE,Consequatur placeat magnam praesentium dolor qui.,Animi et asperiores iusto quo commodi facere consectetur alias.,2016-12-31,180,2017-06-29,,RO18,P,,,RO18,2016-12-31,RO18,2016-12-31,,,,,,,,
3063903D7,3063903,VBMS,VBA29,ACTIVE,Consequatur placeat magnam praesentium dolor qui.,Animi et asperiores iusto quo commodi facere consectetur alias.,2017-02-23,180,2017-08-22,,RO18,P,,,RO18,2017-02-23,RO18,2017-02-23,,,,,,,,
3063903D8,3063903,MLEMKE,B,ACTIVE,Consequatur placeat magnam praesentium dolor qui.,Animi et asperiores iusto quo commodi facere consectetur alias.,2017-08-14,30,2017-10-23,,MLEMKE,P,,,MLEMKE,2017-08-14,,,,,,,,,,
3063903D9,3063903,SRENNER,A,ACTIVE,Consequatur placeat magnam praesentium dolor qui.,Animi et asperiores iusto quo commodi facere consectetur alias.,2017-09-06,90,2017-12-05,2017-09-11,SRENNER,C,,,SRENNER,2017-09-06,SRENNER,2017-09-11,,,,,,,,
3069310D1,2389027,VSR,VBA35,ACTIVE,Ex recusandae est deleniti quod quo inventore odio.,,2015-02-23,30,2015-03-25,2015-03-23,RO46,C,,,RO46,2015-02-28,RO46,2015-06-10,,,,,,,,
3069310D2,2389027,TELEPHONE ,VBA17,ACTIVE,Ex recusandae est deleniti quod quo inventore odio.,,2015-03-23,10,2015-04-02,2015-05-11,RO46,C,,,RO46,2015-02-28,RO46,2015-05-11,,,,,,,,
3069310D3,2389027,DRO,VBA40,ACTIVE,Ex recusandae est deleniti quod quo inventore odio.,,2015-06-10,30,2015-07-10,2015-10-22,RO46,C,,,RO46,2015-06-10,RO46,2015-10-22,,,,,,,,
3069310D4,2389027,DRO,VBA08,ACTIVE,Ex recusandae est deleniti quod quo inventore odio.,,2015-10-26,30,2015-11-25,2015-12-01,RO46,C,,,RO46,2015-10-26,RO46,2015-12-01,,,,,,,,
3069310D5,2389027,59,B,ACTIVE,Ex recusandae est deleniti quod quo inventore odio.,,2017-08-22,30,2017-09-21,,,P,,,SBARTELL,2017-08-22,,,,,,,,,,
3076576D1,2881126,VSR,VBA31,ACTIVE,Expedita in molestiae accusamus tempore odit perferendis id esse.,Perspiciatis vel dolores sit cupiditate et.,2015-03-06,30,2015-04-05,2015-07-29,RO51,C,,,RO51,2015-03-13,RO51,2015-07-29,,,,,,,,
3076576D2,2881126,NOD,VBA35,ACTIVE,Expedita in molestiae accusamus tempore odit perferendis id esse.,Perspiciatis vel dolores sit cupiditate et.,2015-07-29,60,2015-09-27,2015-09-11,RO51,C,,,RO51,2015-07-29,RO51,2015-09-11,,,,,,,,
3076576D3,2881126,WIPP,VBA06,ACTIVE,Expedita in molestiae accusamus tempore odit perferendis id esse.,Perspiciatis vel dolores sit cupiditate et.,2015-07-30,30,2015-08-29,2015-09-11,RO51,C,,,RO51,2015-07-29,RO51,2015-09-11,,,,,,,,
3076576D4,2881126,DRO,VBA42,ACTIVE,Expedita in molestiae accusamus tempore odit perferendis id esse.,Perspiciatis vel dolores sit cupiditate et.,2016-03-18,30,2016-04-17,2016-10-07,RO51,C,,,RO51,2015-09-11,RO51,2016-10-07,,,,,,,,
3076576D5,2881126,APPEALS VSR,VBA40,ACTIVE,Expedita in molestiae accusamus tempore odit perferendis id esse.,Perspiciatis vel dolores sit cupiditate et.,2016-11-26,5,2016-12-01,2016-12-09,RO51,C,,,RO51,2016-11-26,RO51,2016-12-09,,,,,,,,
3076576D6,2881126,RVSR,VBA43,ACTIVE,Expedita in molestiae accusamus tempore odit perferendis id esse.,Perspiciatis vel dolores sit cupiditate et.,2016-12-09,30,2017-01-08,2016-12-23,RO51,C,,,RO51,2016-12-09,RO51,2016-12-23,,,,,,,,
3076576D7,2881126,WIPP,VBA30,ACTIVE,Expedita in molestiae accusamus tempore odit perferendis id esse.,Perspiciatis vel dolores sit cupiditate et.,2016-12-23,30,2017-01-22,2017-01-07,RO51,C,,,RO51,2016-12-23,RO51,2017-01-07,,,,,,,,
3076576D8,2881126,59,B,ACTIVE,Expedita in molestiae accusamus tempore odit perferendis id esse.,Perspiciatis vel dolores sit cupiditate et.,2017-08-22,30,2017-09-21,,,P,,,SBARTELL,2017-08-22,,,,,,,,,,
3085659D1,3085659,VSR,VBA31,ACTIVE,Et sapiente nostrum aliquid voluptas.,Tempore rem dolores eos doloribus qui esse et vel.,2015-03-30,30,2015-04-29,2015-07-01,RO40,C,,,RO40,2015-03-30,RO40,2015-07-01,,,,,,,,
3085659D2,3085659,VSR,VBA35,ACTIVE,Et sapiente nostrum aliquid voluptas.,Tempore rem dolores eos doloribus qui esse et vel.,2015-07-01,60,2015-08-30,2015-08-31,RO40,C,,,RO40,2015-07-01,RO40,2015-08-31,,,,,,,,
3085659D3,3085659,RVSR,VBA30,ACTIVE,Et sapiente nostrum aliquid voluptas.,Tempore rem dolores eos doloribus qui esse et vel.,2015-08-31,90,2015-11-29,2015-11-04,RO40,C,,,RO40,2015-08-31,RO40,2015-11-04,,,,,,,,
3085659D4,3085659,VSR,VBA40,ACTIVE,Et sapiente nostrum aliquid voluptas.,Tempore rem dolores eos doloribus qui esse et vel.,2015-12-04,10,2015-12-14,2015-12-15,RO40,C,,,RO40,2015-12-04,RO40,2015-12-15,,,,,,,,
3085659D5,3085659,DRO,VBA30,ACTIVE,Et sapiente nostrum aliquid voluptas.,Tempore rem dolores eos doloribus qui esse et vel.,2015-12-15,90,2016-03-14,2016-04-04,RO40,C,,,RO40,2015-12-15,RO40,2016-04-04,,,,,,,,
3085659D6,3085659,MLEMKE,B,ACTIVE,Et sapiente nostrum aliquid voluptas.,Tempore rem dolores eos doloribus qui esse et vel.,2017-07-25,30,2017-09-05,2017-09-01,MLEMKE,C,,,MLEMKE,2017-07-25,ETILLMAN,2017-09-01,,,,,,,,
3093474D1,2012948,355 O.DELGADO,VBA31,ACTIVE,Quo voluptatem laudantium sunt eos quidem non est et.,Nostrum doloremque sit molestiae nobis.,2015-04-13,30,2015-05-13,2015-04-30,RO55,C,,,RO55,2015-04-13,RO55,2015-04-30,,,,,,,,
3093474D2,2012948,DRO2,VBA30,ACTIVE,Quo voluptatem laudantium sunt eos quidem non est et.,Nostrum doloremque sit molestiae nobis.,2015-05-12,30,2015-06-11,2015-05-14,RO55,C,,,RO55,2015-05-12,RO55,2015-05-14,,,,,,,,
3093474D3,2012948,355/RDOMEN,VBA40,ACTIVE,Quo voluptatem laudantium sunt eos quidem non est et.,Nostrum doloremque sit molestiae nobis.,2015-06-11,30,2015-07-11,2015-09-21,RO55,C,,,RO55,2015-06-11,RO55,2015-09-21,,,,,,,,
3093474D4,2012948,DRO4,VBA15,ACTIVE,Quo voluptatem laudantium sunt eos quidem non est et.,Nostrum doloremque sit molestiae nobis.,2015-09-21,350,2016-09-05,2016-04-11,RO55,C,,,RO55,2015-09-21,RO55,2016-04-11,,,,,,,,
3093474D5,2012948,DRO1,VBA07,ACTIVE,Quo voluptatem laudantium sunt eos quidem non est et.,Nostrum doloremque sit molestiae nobis.,2015-10-02,21,2015-10-23,2015-11-06,RO55,C,,,RO55,2015-10-02,RO55,2015-11-06,,,,,,,,
3093474D6,2012948,DRO1,VBA08,ACTIVE,Quo voluptatem laudantium sunt eos quidem non est et.,Nostrum doloremque sit molestiae nobis.,2016-01-25,60,2016-03-25,2016-03-28,RO55,C,,,RO55,2016-01-25,RO55,2016-03-28,,,,,,,,
3093474D7,2012948,355/DCSC1,VBA30,ACTIVE,Quo voluptatem laudantium sunt eos quidem non est et.,Nostrum doloremque sit molestiae nobis.,2016-02-23,30,2016-03-24,2016-03-28,RO55,C,,,RO55,2016-02-23,RO55,2016-03-28,,,,,,,,
3093474D8,2012948,DAV,VBA07,ACTIVE,Quo voluptatem laudantium sunt eos quidem non est et.,Nostrum doloremque sit molestiae nobis.,2016-03-28,11,2016-04-08,2016-04-11,RO55,C,,,RO55,2016-03-28,RO55,2016-04-11,,,,,,,,
3100818D1,2970712,VSR,VBA35,ACTIVE,Eos voluptatem quas deleniti blanditiis exercitationem labore doloribus quibusdam.,Minima quaerat ullam repudiandae.,2015-04-23,60,2015-06-22,2015-04-23,RO48,C,,,RO48,2015-04-23,RO48,2015-04-23,,,,,,,,
3100818D2,2970712,VSR,VBA40,ACTIVE,Eos voluptatem quas deleniti blanditiis exercitationem labore doloribus quibusdam.,Minima quaerat ullam repudiandae.,2015-05-20,30,2015-06-19,2015-06-05,RO48,C,,,RO48,2015-05-20,RO48,2015-06-05,,,,,,,,
3100818D3,2970712,CA,VBA07,ACTIVE,Eos voluptatem quas deleniti blanditiis exercitationem labore doloribus quibusdam.,Minima quaerat ullam repudiandae.,2015-06-05,21,2015-06-26,2015-06-10,RO48,C,,,RO48,2015-06-05,RO48,2015-06-10,,,,,,,,
3100818D4,2970712,DRO,VBA30,ACTIVE,Eos voluptatem quas deleniti blanditiis exercitationem labore doloribus quibusdam.,Minima quaerat ullam repudiandae.,2015-06-10,30,2015-07-10,2015-07-07,RO48,C,,,RO48,2015-06-10,RO48,2015-07-07,,,,,,,,
