tasknum,tsktknm,tskstfas,tskactcd,tskclass,tskrqact,tskrspn,tskdassn,tskdtc,tskddue,tskdcls,tskstown,tskstat,tskownts,tskclstm,tskadusr,tskadtm,tskmdusr,tskmdtm,tsactive,tsspare1,tsspare2,tsspare3,tsread1,tsread,tskorder,tssys
2687879D6,2687879,25,A,,Enim inventore fuga ducimus possimus ullam quas.,Fugiat similique earum cumque ut sunt sed quos.,2017-08-01 00:00:00 UTC,65,2017-10-05 00:00:00 UTC,2017-10-10 00:00:00 UTC,AABSHIRE,P,,,AABSHIRE,2017-08-01 00:00:00 UTC,,,,,,,,,,
2687879D1,2687879,REVIEW,VBA31,ACTIVE,Enim inventore fuga ducimus possimus ullam quas.,Fugiat similique earum cumque ut sunt sed quos.,2012-12-12 00:00:00 UTC,30,2013-01-11 00:00:00 UTC,2013-03-28 00:00:00 UTC,RO39,C,,,RO39,2012-12-12 00:00:00 UTC,RO39,2013-03-28 00:00:00 UTC,,,,,,,,
2687879D2,2687879,RTR,VBA17,ACTIVE,Enim inventore fuga ducimus possimus ullam quas.,Fugiat similique earum cumque ut sunt sed quos.,2013-03-28 00:00:00 UTC,125,2013-07-31 00:00:00 UTC,2013-06-27 00:00:00 UTC,RO39,C,,,RO39,2013-03-28 00:00:00 UTC,RO39,2013-06-27 00:00:00 UTC,,,,,,,,
2713160D3,2713160,DONNA,VBA31,ACTIVE,Consectetur mollitia repellat aut ut repudiandae est sed.,Nesciunt quia neque id officia eaque ea qui repellendus.,2014-04-14 00:00:00 UTC,30,2014-05-14 00:00:00 UTC,2014-05-28 00:00:00 UTC,RO20,C,,,RO20,2014-04-14 00:00:00 UTC,RO20,2014-05-28 00:00:00 UTC,,,,,,,,
2713160D4,2713160,NOD,VBA06,ACTIVE,Consectetur mollitia repellat aut ut repudiandae est sed.,Nesciunt quia neque id officia eaque ea qui repellendus.,2014-05-28 00:00:00 UTC,30,2014-06-27 00:00:00 UTC,2014-06-12 00:00:00 UTC,RO20,C,,,RO20,2014-05-28 00:00:00 UTC,RO20,2014-06-12 00:00:00 UTC,,,,,,,,
2713160D5,2713160,DONNA,VBA31,ACTIVE,Consectetur mollitia repellat aut ut repudiandae est sed.,Nesciunt quia neque id officia eaque ea qui repellendus.,2014-06-12 00:00:00 UTC,30,2014-07-12 00:00:00 UTC,2014-06-26 00:00:00 UTC,RO20,C,,,RO20,2014-06-12 00:00:00 UTC,RO20,2014-06-26 00:00:00 UTC,,,,,,,,
2713160D7,2713160,FORM 9 HOLD,VBA05,ACTIVE,Consectetur mollitia repellat aut ut repudiandae est sed.,Nesciunt quia neque id officia eaque ea qui repellendus.,2014-11-10 00:00:00 UTC,15,2014-11-25 00:00:00 UTC,2015-01-30 00:00:00 UTC,RO20,C,,,RO20,2014-10-14 00:00:00 UTC,RO20,2015-01-30 00:00:00 UTC,,,,,,,,
2713160D10,2713160,ALG,VBA07,ACTIVE,Consectetur mollitia repellat aut ut repudiandae est sed.,Nesciunt quia neque id officia eaque ea qui repellendus.,2015-03-17 00:00:00 UTC,15,2015-04-01 00:00:00 UTC,2015-03-31 00:00:00 UTC,RO20,C,,,RO20,2015-03-17 00:00:00 UTC,RO20,2015-03-31 00:00:00 UTC,,,,,,,,
2713160D9,2713160,SSOC SENT,VBA08,ACTIVE,Consectetur mollitia repellat aut ut repudiandae est sed.,Nesciunt quia neque id officia eaque ea qui repellendus.,2015-02-13 00:00:00 UTC,30,2015-03-15 00:00:00 UTC,2015-03-17 00:00:00 UTC,RO20,C,,,RO20,2015-02-05 00:00:00 UTC,RO20,2015-03-17 00:00:00 UTC,,,,,,,,
2713160D11,2713160,DONNA,VBA30,ACTIVE,Consectetur mollitia repellat aut ut repudiandae est sed.,Nesciunt quia neque id officia eaque ea qui repellendus.,2015-03-31 00:00:00 UTC,15,2015-04-15 00:00:00 UTC,2015-04-01 00:00:00 UTC,RO20,C,,,RO20,2015-03-31 00:00:00 UTC,RO20,2015-04-01 00:00:00 UTC,,,,,,,,
2713160D6,2713160,FORM 9 HOLD,VBA40,ACTIVE,Consectetur mollitia repellat aut ut repudiandae est sed.,Nesciunt quia neque id officia eaque ea qui repellendus.,2015-01-30 00:00:00 UTC,90,2015-04-30 00:00:00 UTC,2015-02-05 00:00:00 UTC,RO20,C,,,RO20,2015-01-30 00:00:00 UTC,RO20,2015-02-05 00:00:00 UTC,,,,,,,,
2713160D1,2713160,NOD,VBA35,ACTIVE,Consectetur mollitia repellat aut ut repudiandae est sed.,Nesciunt quia neque id officia eaque ea qui repellendus.,2013-02-19 00:00:00 UTC,60,2013-04-20 00:00:00 UTC,2013-04-22 00:00:00 UTC,RO20,C,,,RO20,2013-02-19 00:00:00 UTC,RO20,2013-04-22 00:00:00 UTC,,,,,,,,
2713160D2,2713160,NOD,VBA31,ACTIVE,Consectetur mollitia repellat aut ut repudiandae est sed.,Nesciunt quia neque id officia eaque ea qui repellendus.,2014-01-22 00:00:00 UTC,90,2014-04-22 00:00:00 UTC,2014-04-14 00:00:00 UTC,RO20,C,,,RO20,2013-04-22 00:00:00 UTC,RO20,2014-04-14 00:00:00 UTC,,,,,,,,
2727431D3,2727431,F9 (VIDEO),VBA15,ACTIVE,Fugit laudantium vel incidunt quis.,,2014-05-29 00:00:00 UTC,365,2015-05-29 00:00:00 UTC,2015-12-22 00:00:00 UTC,RO45,C,,,RO45,2014-05-29 00:00:00 UTC,RO45,2015-12-22 00:00:00 UTC,,,,,,,,
2727431D4,2727431,DAV,VBA07,ACTIVE,Fugit laudantium vel incidunt quis.,,2015-12-22 00:00:00 UTC,21,2016-01-12 00:00:00 UTC,2015-12-29 00:00:00 UTC,RO45,C,,,RO45,2015-12-22 00:00:00 UTC,RO45,2015-12-29 00:00:00 UTC,,,,,,,,
2727431D5,2727431,RVSR,VBA30,ACTIVE,Fugit laudantium vel incidunt quis.,,2015-12-29 00:00:00 UTC,30,2016-01-28 00:00:00 UTC,2016-01-20 00:00:00 UTC,RO45,C,,,RO45,2015-12-29 00:00:00 UTC,RO45,2016-01-20 00:00:00 UTC,,,,,,,,
2727431D2,2727431,FILES,VBA35,ACTIVE,Fugit laudantium vel incidunt quis.,,2013-03-21 00:00:00 UTC,60,2013-05-20 00:00:00 UTC,2014-05-29 00:00:00 UTC,RO45,C,,,RO45,2013-03-21 00:00:00 UTC,RO45,2014-05-29 00:00:00 UTC,,,,,,,,
2727431D1,2727431,ADNOVO,VBA31,ACTIVE,Fugit laudantium vel incidunt quis.,,2013-03-20 00:00:00 UTC,30,2013-04-19 00:00:00 UTC,2013-03-21 00:00:00 UTC,RO45,C,,,RO45,2013-03-20 00:00:00 UTC,RO45,2013-03-21 00:00:00 UTC,,,,,,,,
2752781D1,2752781,FILES,VBA35,ACTIVE,Ut suscipit autem adipisci.,,2013-07-22 00:00:00 UTC,360,2014-07-17 00:00:00 UTC,2014-06-09 00:00:00 UTC,RO18,C,,,RO18,2013-07-22 00:00:00 UTC,RO18,2014-06-09 00:00:00 UTC,,,,,,,,
2752781D2,2752781,VBMS,VBA17,ACTIVE,Ut suscipit autem adipisci.,,2014-06-09 00:00:00 UTC,60,2014-08-08 00:00:00 UTC,2014-07-03 00:00:00 UTC,RO18,C,,,RO18,2014-06-09 00:00:00 UTC,RO18,2014-07-03 00:00:00 UTC,,,,,,,,
2752781D3,2752781,VBMS,VBA32,ACTIVE,Ut suscipit autem adipisci.,,2014-07-03 00:00:00 UTC,15,2014-07-18 00:00:00 UTC,2014-07-07 00:00:00 UTC,RO18,C,,,RO18,2014-07-03 00:00:00 UTC,RO18,2014-07-07 00:00:00 UTC,,,,,,,,
2752781D4,2752781,VBMS,VBA17,ACTIVE,Ut suscipit autem adipisci.,,2014-07-28 00:00:00 UTC,250,2015-04-04 00:00:00 UTC,2015-01-28 00:00:00 UTC,RO18,C,,,RO18,2014-07-28 00:00:00 UTC,RO18,2015-01-28 00:00:00 UTC,,,,,,,,
2752781D5,2752781,VBMS,VBA15,ACTIVE,Ut suscipit autem adipisci.,,2015-01-28 00:00:00 UTC,900,2017-07-16 00:00:00 UTC,,RO18,P,,,RO18,2015-01-28 00:00:00 UTC,RO18,2016-12-15 00:00:00 UTC,,,,,,,,
2760964D2,2760964,VSR,VBA30,ACTIVE,Itaque adipisci aut ullam voluptas recusandae possimus facilis.,,2014-04-24 00:00:00 UTC,365,2015-04-24 00:00:00 UTC,2014-04-25 00:00:00 UTC,RO14,C,,,RO14,2014-04-24 00:00:00 UTC,RO14,2014-04-25 00:00:00 UTC,,,,,,,,
2760964D3,2760964,VBMS/F9,VBA40,ACTIVE,Itaque adipisci aut ullam voluptas recusandae possimus facilis.,,2014-04-25 00:00:00 UTC,365,2015-04-25 00:00:00 UTC,2016-12-18 00:00:00 UTC,RO14,C,,,RO14,2014-04-25 00:00:00 UTC,RO14,2016-12-18 00:00:00 UTC,,,,,,,,
2760964D4,2760964,VBMS,VBA40,ACTIVE,Itaque adipisci aut ullam voluptas recusandae possimus facilis.,,2016-12-18 00:00:00 UTC,120,2017-04-17 00:00:00 UTC,2017-04-24 00:00:00 UTC,RO14,C,,,RO14,2016-12-18 00:00:00 UTC,RO14,2017-04-24 00:00:00 UTC,,,,,,,,
2760964D5,2760964,DAV,VBA07,ACTIVE,Itaque adipisci aut ullam voluptas recusandae possimus facilis.,,2017-04-24 00:00:00 UTC,14,2017-05-08 00:00:00 UTC,2017-05-02 00:00:00 UTC,RO14,C,,,RO14,2017-04-24 00:00:00 UTC,RO14,2017-05-02 00:00:00 UTC,,,,,,,,
2760964D7,2760964,KGOTTLIEB,D,ACTIVE,Itaque adipisci aut ullam voluptas recusandae possimus facilis.,,2017-08-08 00:00:00 UTC,60,2017-10-07 00:00:00 UTC,2017-09-07 00:00:00 UTC,KGOTTLIEB,C,,,KGOTTLIEB,2017-08-08 00:00:00 UTC,ETILLMAN,2017-09-07 00:00:00 UTC,,,,,,,,
2760964D6,2760964,MLEMKE,B,ACTIVE,Itaque adipisci aut ullam voluptas recusandae possimus facilis.,,2017-08-05 00:00:00 UTC,30,2017-09-15 00:00:00 UTC,2017-09-07 00:00:00 UTC,MLEMKE,C,,,MLEMKE,2017-08-05 00:00:00 UTC,ETILLMAN,2017-09-07 00:00:00 UTC,,,,,,,,
2760964D1,2760964,FILES,VBA35,ACTIVE,Itaque adipisci aut ullam voluptas recusandae possimus facilis.,,2013-06-05 00:00:00 UTC,365,2014-06-05 00:00:00 UTC,2014-03-18 00:00:00 UTC,RO14,C,,,RO14,2013-06-05 00:00:00 UTC,RO14,2014-03-18 00:00:00 UTC,,,,,,,,
2765550D1,2765550,FILES,VBA35,ACTIVE,Quibusdam fuga tempora commodi aliquam magni qui quis sed.,,2013-06-14 00:00:00 UTC,600,2015-02-04 00:00:00 UTC,2014-05-05 00:00:00 UTC,RO18,C,,,RO18,2013-06-14 00:00:00 UTC,RO18,2014-05-05 00:00:00 UTC,,,,,,,,
2765550D2,2765550,DRO,VBA40,ACTIVE,Quibusdam fuga tempora commodi aliquam magni qui quis sed.,,2014-07-02 00:00:00 UTC,30,2014-08-01 00:00:00 UTC,2014-09-15 00:00:00 UTC,RO18,C,,,RO18,2014-07-02 00:00:00 UTC,RO18,2014-09-15 00:00:00 UTC,,,,,,,,
2765550D3,2765550,DRO,VBA17,ACTIVE,Quibusdam fuga tempora commodi aliquam magni qui quis sed.,,2014-09-15 00:00:00 UTC,180,2015-03-14 00:00:00 UTC,2015-01-30 00:00:00 UTC,RO18,C,,,RO18,2014-09-15 00:00:00 UTC,RO18,2015-01-30 00:00:00 UTC,,,,,,,,
2765550D4,2765550,VBMS,VBA15,ACTIVE,Quibusdam fuga tempora commodi aliquam magni qui quis sed.,,2016-12-06 00:00:00 UTC,180,2017-06-04 00:00:00 UTC,,RO18,P,,,RO18,2016-12-06 00:00:00 UTC,RO18,2017-02-17 00:00:00 UTC,,,,,,,,
2766972D2,2766972,VSR,VBA10,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2013-08-29 00:00:00 UTC,60,2013-10-28 00:00:00 UTC,2013-10-29 00:00:00 UTC,RO19,C,,,RO19,2013-08-29 00:00:00 UTC,RO19,2015-11-24 00:00:00 UTC,,,,,,,,
2766972D3,2766972,VSR,VBA35,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2013-08-29 00:00:00 UTC,60,2013-10-28 00:00:00 UTC,2013-10-29 00:00:00 UTC,RO19,C,,,RO19,2013-08-29 00:00:00 UTC,RO19,2013-10-29 00:00:00 UTC,,,,,,,,
2766972D4,2766972,VSR,VBA03,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2013-12-18 00:00:00 UTC,35,2014-01-22 00:00:00 UTC,2014-01-16 00:00:00 UTC,RO19,C,,,RO19,2013-08-29 00:00:00 UTC,RO19,2014-01-16 00:00:00 UTC,,,,,,,,
2766972D5,2766972,VSR,VBA01,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2013-12-18 00:00:00 UTC,35,2014-01-22 00:00:00 UTC,2014-01-16 00:00:00 UTC,RO19,C,,,RO19,2013-10-29 00:00:00 UTC,RO19,2014-01-16 00:00:00 UTC,,,,,,,,
2766972D6,2766972,RVSR,VBA43,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2014-01-16 00:00:00 UTC,30,2014-02-15 00:00:00 UTC,2014-01-24 00:00:00 UTC,RO19,C,,,RO19,2014-01-16 00:00:00 UTC,RO19,2014-01-24 00:00:00 UTC,,,,,,,,
2766972D7,2766972,VSR,VBA40,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2014-03-04 00:00:00 UTC,30,2014-04-03 00:00:00 UTC,2014-06-04 00:00:00 UTC,RO19,C,,,RO19,2014-03-04 00:00:00 UTC,RO19,2014-06-04 00:00:00 UTC,,,,,,,,
2766972D8,2766972,VSR,VBA30,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2014-06-04 00:00:00 UTC,30,2014-07-04 00:00:00 UTC,2015-09-29 00:00:00 UTC,RO19,C,,,RO19,2014-06-04 00:00:00 UTC,RO19,2015-09-29 00:00:00 UTC,,,,,,,,
2766972D9,2766972,VSR,VBA39,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2015-09-29 00:00:00 UTC,27,2015-10-26 00:00:00 UTC,2015-11-24 00:00:00 UTC,RO19,C,,,RO19,2015-09-29 00:00:00 UTC,RO19,2015-11-24 00:00:00 UTC,,,,,,,,
2766972D12,2766972,VSR,VBA30,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2016-02-24 00:00:00 UTC,1,2016-02-25 00:00:00 UTC,2016-02-25 00:00:00 UTC,RO19,C,,,RO19,2016-02-24 00:00:00 UTC,RO19,2016-02-25 00:00:00 UTC,,,,,,,,
2766972D13,2766972,VSR,VBA08,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2016-02-25 00:00:00 UTC,30,2016-03-26 00:00:00 UTC,2016-04-07 00:00:00 UTC,RO19,C,,,RO19,2016-02-25 00:00:00 UTC,RO19,2016-04-07 00:00:00 UTC,,,,,,,,
2766972D10,2766972,VSR,VBA03,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2015-11-24 00:00:00 UTC,30,2015-12-24 00:00:00 UTC,2015-11-24 00:00:00 UTC,RO19,C,,,RO19,2015-11-24 00:00:00 UTC,RO19,2015-11-24 00:00:00 UTC,,,,,,,,
2766972D11,2766972,DRO,VBA43,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2015-11-24 00:00:00 UTC,1,2015-11-25 00:00:00 UTC,2016-02-24 00:00:00 UTC,RO19,C,,,RO19,2015-11-24 00:00:00 UTC,RO19,2016-02-24 00:00:00 UTC,,,,,,,,
2766972D14,2766972,VSR,VBA07,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2016-04-07 00:00:00 UTC,10,2016-04-17 00:00:00 UTC,2016-04-11 00:00:00 UTC,RO19,C,,,RO19,2016-04-07 00:00:00 UTC,RO19,2016-04-11 00:00:00 UTC,,,,,,,,
2766972D16,2766972,VSR,VBA03,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2016-04-20 00:00:00 UTC,30,2016-05-20 00:00:00 UTC,2016-04-20 00:00:00 UTC,RO19,C,,,RO19,2016-04-20 00:00:00 UTC,RO19,2016-04-20 00:00:00 UTC,,,,,,,,
2766972D17,2766972,PER,VBA43,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2016-04-20 00:00:00 UTC,1,2016-04-21 00:00:00 UTC,2017-02-27 00:00:00 UTC,RO19,C,,,RO19,2016-04-20 00:00:00 UTC,RO19,2017-02-27 00:00:00 UTC,,,,,,,,
2766972D15,2766972,VSR,VBA07,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2016-04-11 00:00:00 UTC,10,2016-04-21 00:00:00 UTC,2016-04-20 00:00:00 UTC,RO19,C,,,RO19,2016-04-11 00:00:00 UTC,RO19,2016-04-20 00:00:00 UTC,,,,,,,,
2766972D19,2766972,VSR,VBA08,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2017-02-27 00:00:00 UTC,30,2017-03-29 00:00:00 UTC,2017-04-06 00:00:00 UTC,RO19,C,,,RO19,2017-02-27 00:00:00 UTC,RO19,2017-04-06 00:00:00 UTC,,,,,,,,
2766972D21,2766972,PER,VBA17,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2017-05-04 00:00:00 UTC,1,2017-05-05 00:00:00 UTC,2017-09-12 00:00:00 UTC,RO19,C,,,RO19,2017-05-03 00:00:00 UTC,RO19,2017-09-12 00:00:00 UTC,,,,,,,,
2766972D18,2766972,VSR,VBA32,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2017-02-27 00:00:00 UTC,1,2017-02-28 00:00:00 UTC,2017-02-27 00:00:00 UTC,RO19,C,,,RO19,2017-02-27 00:00:00 UTC,RO19,2017-02-27 00:00:00 UTC,,,,,,,,
2766972D20,2766972,VSR,VBA07,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2017-04-06 00:00:00 UTC,10,2017-04-16 00:00:00 UTC,2017-05-03 00:00:00 UTC,RO19,C,,,RO19,2017-04-06 00:00:00 UTC,RO19,2017-05-03 00:00:00 UTC,,,,,,,,
2766972D24,2766972,POA,VBA07,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2017-09-13 00:00:00 UTC,14,2017-09-27 00:00:00 UTC,2017-09-27 00:00:00 UTC,RO19,C,,,RO19,2017-09-13 00:00:00 UTC,RO19,2017-09-27 00:00:00 UTC,,,,,,,,
2766972D25,2766972,PER,VBA43,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2017-09-27 00:00:00 UTC,5,2017-10-02 00:00:00 UTC,2017-12-01 00:00:00 UTC,RO19,C,,,RO19,2017-09-27 00:00:00 UTC,RO19,2017-12-01 00:00:00 UTC,,,,,,,,
2766972D23,2766972,VSR,VBA08,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2017-09-12 00:00:00 UTC,30,2017-10-12 00:00:00 UTC,2017-09-13 00:00:00 UTC,RO19,C,,,RO19,2017-09-12 00:00:00 UTC,RO19,2017-09-13 00:00:00 UTC,,,,,,,,
2766972D22,2766972,VSR,VBA32,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2017-09-12 00:00:00 UTC,1,2017-09-13 00:00:00 UTC,2017-09-12 00:00:00 UTC,RO19,C,,,RO19,2017-09-12 00:00:00 UTC,RO19,2017-09-12 00:00:00 UTC,,,,,,,,
2766972D26,2766972,BVA,VBA15,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2017-12-05 00:00:00 UTC,180,2018-06-03 00:00:00 UTC,,RO19,P,,,RO19,2017-12-05 00:00:00 UTC,RO19,2017-12-05 00:00:00 UTC,,,,,,,,
2766972D1,2766972,VSR,VBA31,ACTIVE,Possimus eveniet deserunt ut ut quaerat.,,2013-06-19 00:00:00 UTC,15,2013-07-04 00:00:00 UTC,2013-08-29 00:00:00 UTC,RO19,C,,,RO19,2013-06-19 00:00:00 UTC,RO19,2013-08-29 00:00:00 UTC,,,,,,,,
2798946D2,2798946,VSR,VBA35,ACTIVE,Nihil commodi unde voluptas maiores.,Beatae voluptas sunt et.,2013-09-05 00:00:00 UTC,60,2013-11-04 00:00:00 UTC,2013-11-04 00:00:00 UTC,RO19,C,,,RO19,2013-09-05 00:00:00 UTC,RO19,2014-07-01 00:00:00 UTC,,,,,,,,
2798946D3,2798946,VSR,VBA10,ACTIVE,Nihil commodi unde voluptas maiores.,Beatae voluptas sunt et.,2013-09-05 00:00:00 UTC,60,2013-11-04 00:00:00 UTC,2013-11-04 00:00:00 UTC,RO19,C,,,RO19,2013-09-05 00:00:00 UTC,RO19,2013-11-04 00:00:00 UTC,,,,,,,,
2798946D6,2798946,VIDEOCONFERENCE,VBA15,ACTIVE,Nihil commodi unde voluptas maiores.,Beatae voluptas sunt et.,2014-07-31 00:00:00 UTC,365,2015-07-31 00:00:00 UTC,2015-05-08 00:00:00 UTC,RO19,C,,,RO19,2014-08-06 00:00:00 UTC,RO19,2016-02-18 00:00:00 UTC,,,,,,,,
2798946D7,2798946,DRO--INDOF,VBA14,ACTIVE,Nihil commodi unde voluptas maiores.,Beatae voluptas sunt et.,2014-07-14 00:00:00 UTC,600,2016-03-05 00:00:00 UTC,2016-01-20 00:00:00 UTC,RO19,C,,,RO19,2014-10-22 00:00:00 UTC,RO19,2016-02-18 00:00:00 UTC,,,,,,,,
2798946D4,2798946,VSR,VBA08,ACTIVE,Nihil commodi unde voluptas maiores.,Beatae voluptas sunt et.,2016-02-19 00:00:00 UTC,30,2016-03-20 00:00:00 UTC,2016-04-05 00:00:00 UTC,RO19,C,,,RO19,2016-02-19 00:00:00 UTC,RO19,2016-04-05 00:00:00 UTC,,,,,,,,
2798946D1,2798946,VSR,VBA01,ACTIVE,Nihil commodi unde voluptas maiores.,Beatae voluptas sunt et.,2016-01-06 00:00:00 UTC,30,2016-02-05 00:00:00 UTC,2016-02-05 00:00:00 UTC,RO19,C,,,RO19,2016-01-05 00:00:00 UTC,RO19,2016-02-18 00:00:00 UTC,,,,,,,,
2798946D5,2798946,DRO,VBA17,ACTIVE,Nihil commodi unde voluptas maiores.,Beatae voluptas sunt et.,2016-04-16 00:00:00 UTC,30,2016-05-16 00:00:00 UTC,2016-04-27 00:00:00 UTC,RO19,C,,,RO19,2016-04-05 00:00:00 UTC,RO19,2016-04-27 00:00:00 UTC,,,,,,,,
2800804D1,2800804,ADNOVO,VBA31,ACTIVE,Temporibus ipsa voluptatem quae qui est recusandae.,Ipsum impedit reprehenderit corrupti fuga quae quis.,2013-08-28 00:00:00 UTC,30,2013-09-27 00:00:00 UTC,2014-01-07 00:00:00 UTC,RO45,C,,,RO45,2013-08-28 00:00:00 UTC,RO45,2014-01-07 00:00:00 UTC,,,,,,,,
2800804D2,2800804,FILES,VBA35,ACTIVE,Temporibus ipsa voluptatem quae qui est recusandae.,Ipsum impedit reprehenderit corrupti fuga quae quis.,2014-01-07 00:00:00 UTC,60,2014-03-08 00:00:00 UTC,2014-04-25 00:00:00 UTC,RO45,C,,,RO45,2014-01-07 00:00:00 UTC,RO45,2014-04-25 00:00:00 UTC,,,,,,,,
2800804D3,2800804,F9,VBA15,ACTIVE,Temporibus ipsa voluptatem quae qui est recusandae.,Ipsum impedit reprehenderit corrupti fuga quae quis.,2014-05-29 00:00:00 UTC,365,2015-05-29 00:00:00 UTC,2016-03-25 00:00:00 UTC,RO45,C,,,RO45,2014-05-29 00:00:00 UTC,RO45,2016-03-25 00:00:00 UTC,,,,,,,,
2800804D4,2800804,F9,VBA40,ACTIVE,Temporibus ipsa voluptatem quae qui est recusandae.,Ipsum impedit reprehenderit corrupti fuga quae quis.,2016-03-25 00:00:00 UTC,30,2016-04-24 00:00:00 UTC,2016-03-25 00:00:00 UTC,RO45,C,,,RO45,2016-03-25 00:00:00 UTC,RO45,2016-03-25 00:00:00 UTC,,,,,,,,
2816809D1,2816809,CAF,VBA35,ACTIVE,Asperiores perspiciatis assumenda optio aut omnis.,,2013-09-30 00:00:00 UTC,600,2015-05-23 00:00:00 UTC,2015-03-12 00:00:00 UTC,RO18,C,,,RO18,2013-09-30 00:00:00 UTC,RO18,2015-03-12 00:00:00 UTC,,,,,,,,
2816809D2,2816809,VSR,VBA32,ACTIVE,Asperiores perspiciatis assumenda optio aut omnis.,,2015-03-12 00:00:00 UTC,15,2015-03-27 00:00:00 UTC,2015-03-17 00:00:00 UTC,RO18,C,,,RO18,2015-03-12 00:00:00 UTC,RO18,2015-03-17 00:00:00 UTC,,,,,,,,
2816809D3,2816809,VBMS,VBA40,ACTIVE,Asperiores perspiciatis assumenda optio aut omnis.,,2015-04-14 00:00:00 UTC,30,2015-05-14 00:00:00 UTC,2015-05-19 00:00:00 UTC,RO18,C,,,RO18,2015-04-14 00:00:00 UTC,RO18,2015-05-19 00:00:00 UTC,,,,,,,,
2816809D5,2816809,VBMS,VBA07,ACTIVE,Asperiores perspiciatis assumenda optio aut omnis.,,2015-09-11 00:00:00 UTC,21,2015-10-02 00:00:00 UTC,2015-09-17 00:00:00 UTC,RO18,C,,,RO18,2015-09-11 00:00:00 UTC,RO18,2015-09-17 00:00:00 UTC,,,,,,,,
2816809D6,2816809,VSR,VBA15,ACTIVE,Asperiores perspiciatis assumenda optio aut omnis.,,2015-09-17 00:00:00 UTC,180,2016-03-15 00:00:00 UTC,2015-09-23 00:00:00 UTC,RO18,C,,,RO18,2015-09-17 00:00:00 UTC,RO18,2015-09-23 00:00:00 UTC,,,,,,,,
2816809D7,2816809,VBMS,VBA15,ACTIVE,Asperiores perspiciatis assumenda optio aut omnis.,,2016-12-09 00:00:00 UTC,360,2017-12-04 00:00:00 UTC,,RO18,P,,,RO18,2015-09-23 00:00:00 UTC,RO18,2017-06-08 00:00:00 UTC,,,,,,,,
2816809D4,2816809,VBMS,VBA17,ACTIVE,Asperiores perspiciatis assumenda optio aut omnis.,,2015-05-19 00:00:00 UTC,300,2016-03-14 00:00:00 UTC,2015-09-11 00:00:00 UTC,RO18,C,,,RO18,2015-05-19 00:00:00 UTC,RO18,2015-09-11 00:00:00 UTC,,,,,,,,
2860911D1,2860911,WITH BECKY,VBA35,ACTIVE,Quis et in et officia est porro consequatur.,Quia quae unde officiis eum eveniet.,2014-01-10 00:00:00 UTC,60,2014-03-11 00:00:00 UTC,2014-03-14 00:00:00 UTC,RO83,C,,,RO83,2014-01-10 00:00:00 UTC,RO83,2014-03-14 00:00:00 UTC,,,,,,,,
2860911D2,2860911,BECKY,VBA30,ACTIVE,Quis et in et officia est porro consequatur.,Quia quae unde officiis eum eveniet.,2014-03-14 00:00:00 UTC,30,2014-04-13 00:00:00 UTC,2014-03-14 00:00:00 UTC,RO83,C,,,RO83,2014-03-14 00:00:00 UTC,RO83,2014-03-14 00:00:00 UTC,,,,,,,,
2860911D3,2860911,JASON,VBA43,ACTIVE,Quis et in et officia est porro consequatur.,Quia quae unde officiis eum eveniet.,2014-03-14 00:00:00 UTC,30,2014-04-13 00:00:00 UTC,2014-03-17 00:00:00 UTC,RO83,C,,,RO83,2014-03-14 00:00:00 UTC,RO83,2014-03-17 00:00:00 UTC,,,,,,,,
2860911D4,2860911,BECKY,VBA30,ACTIVE,Quis et in et officia est porro consequatur.,Quia quae unde officiis eum eveniet.,2014-03-17 00:00:00 UTC,30,2014-04-16 00:00:00 UTC,2014-03-17 00:00:00 UTC,RO83,C,,,RO83,2014-03-17 00:00:00 UTC,RO83,2014-03-17 00:00:00 UTC,,,,,,,,
