Table,Column,Type,Required,Primary Key,Foreign Key,Unique,Index,Description
veterans,last_name,string ∗,x,,,,,
veterans,middle_name,string,,,,,,
veterans,name_suffix,string,,,,,,
veterans,participant_id,string,,,,,x,
veterans,ssn,string,,,,,x,The cached Social Security Number
veterans,updated_at,datetime,,,,,x,
virtual_hearings,,,,,,,,
virtual_hearings,alias,string,,,,,x,Alias for conference in Pexip
virtual_hearings,alias_with_host,string,,,,,,Alias for conference in pexip with client_host
virtual_hearings,appellant_email,string ∗,x,,,,,Appellant's email address
virtual_hearings,appellant_email_sent,boolean ∗,x,,,,,Determines whether or not a notification email was sent to the appellant
virtual_hearings,appellant_reminder_sent_at,datetime,,,,,,The datetime the last reminder email was sent to the appellant.
virtual_hearings,appellant_tz,string (50),,,,,,Stores appellant timezone
virtual_hearings,conference_deleted,boolean ∗,x,,,,,Whether or not the conference was deleted from Pexip
virtual_hearings,conference_id,integer,,,,,x,ID of conference from Pexip
virtual_hearings,created_at,datetime ∗,x,,,,,Automatic timestamp of when virtual hearing was created
virtual_hearings,created_by_id,integer (8) ∗ FK,x,,x,,x,User who created the virtual hearing
virtual_hearings,guest_hearing_link,string,,,,,,Link used by appellants and/or representatives to join virtual hearing conference
virtual_hearings,guest_pin,integer,,,,,,PIN number for guests of Pexip conference
virtual_hearings,guest_pin_long,string (11),,,,,,Change the guest pin to store a longer pin with the # sign trailing
virtual_hearings,hearing_id,integer (8) FK,,,x,,x,Associated hearing
virtual_hearings,hearing_type,string,,,,,x,'Hearing' or 'LegacyHearing'
virtual_hearings,host_hearing_link,string,,,,,,Link used by judges to join virtual hearing conference
virtual_hearings,host_pin,integer,,,,,,PIN number for host of Pexip conference
virtual_hearings,host_pin_long,string (8),,,,,,Change the host pin to store a longer pin with the # sign trailing
virtual_hearings,id,integer (8) PK,x,x,,,,
virtual_hearings,judge_email,string,,,,,,Judge's email address
virtual_hearings,judge_email_sent,boolean ∗,x,,,,,Whether or not a notification email was sent to the judge
virtual_hearings,representative_email,string,,,,,,Veteran's representative's email address
virtual_hearings,representative_email_sent,boolean ∗,x,,,,,Whether or not a notification email was sent to the veteran's representative
virtual_hearings,representative_reminder_sent_at,datetime,,,,,,The datetime the last reminder email was sent to the representative.
virtual_hearings,representative_tz,string (50),,,,,,Stores representative timezone
virtual_hearings,request_cancelled,boolean,,,,,,Determines whether the user has cancelled the virtual hearing request
virtual_hearings,updated_at,datetime ∗,x,,,,x,Automatic timestamp of when virtual hearing was updated
virtual_hearings,updated_by_id,integer (8) FK,,,x,,x,The ID of the user who most recently updated the virtual hearing
virtual_hearing_establishments,,,,,,,,
virtual_hearing_establishments,attempted_at,datetime,,,,,,Async timestamp for most recent attempt to run.
virtual_hearing_establishments,canceled_at,datetime,,,,,,Timestamp when job was abandoned.
virtual_hearing_establishments,created_at,datetime ∗,x,,,,,Automatic timestamp when row was created.
virtual_hearing_establishments,error,string,,,,,,Async any error message from most recent failed attempt to run.
virtual_hearing_establishments,id,integer (8) PK,x,x,,,,
virtual_hearing_establishments,last_submitted_at,datetime,,,,,,Async timestamp for most recent job start.
virtual_hearing_establishments,processed_at,datetime,,,,,,Timestamp for when the virtual hearing was successfully processed.
virtual_hearing_establishments,submitted_at,datetime,,,,,,Async timestamp for initial job start.
virtual_hearing_establishments,updated_at,datetime ∗,x,,,,,Timestamp when record was last updated.
virtual_hearing_establishments,virtual_hearing_id,integer (8) ∗ FK,x,,x,,x,Virtual Hearing the conference is being established for.
vso_configs,,,,,,,,
vso_configs,created_at,datetime ∗,x,,,,,
vso_configs,id,integer (8) PK,x,x,,,,
vso_configs,ihp_dockets,string,,,,,,
vso_configs,organization_id,integer FK,,,x,,x,
vso_configs,updated_at,datetime ∗,x,,,,x,
worksheet_issues,,,,,,,,
worksheet_issues,allow,boolean,,,,,,
worksheet_issues,appeal_id,integer FK,,,x,,x,
worksheet_issues,created_at,datetime,,,,,,
worksheet_issues,deleted_at,datetime,,,,,x,
worksheet_issues,deny,boolean,,,,,,
worksheet_issues,description,string,,,,,,
worksheet_issues,dismiss,boolean,,,,,,
worksheet_issues,disposition,string,,,,,,
worksheet_issues,from_vacols,boolean,,,,,,
worksheet_issues,id,integer PK,x,x,,,,
worksheet_issues,notes,string,,,,,,
worksheet_issues,omo,boolean,,,,,,
worksheet_issues,remand,boolean,,,,,,
worksheet_issues,reopen,boolean,,,,,,
worksheet_issues,updated_at,datetime,,,,,x,
worksheet_issues,vacols_sequence_id,string ∗,x,,,,,
